year,sc_gid,sc_point_gid,latitude,longitude,region,class,bin,trans_cap_cost,built_capacity,investment_bool
2012,29876,51361,36.841,-114.346,p12,6,1,16901.4609375,21.799999999999997,1
2012,23165,42114,39.497,-78.902,p121,3,1,2893.470947265625,13.700000000000045,1
2012,20434,38708,40.099,-76.693,p122,3,1,295.73291015625,15.0,1
2012,23182,42131,39.179,-76.535,p123,3,1,891.2354736328125,5.5,1
2012,22891,41758,39.131,-75.53699999999998,p125,3,1,4792.703125,21.799999999999997,1
2012,20445,38719,39.874,-75.152,p126,3,1,843.267333984375,105.9,1
2012,16818,34171,40.746,-73.074,p128,3,1,420.5413513183594,11.175265063476562,1
2012,17108,34547,40.743,-73.672,p128,3,1,2784.353759765625,20.32473493652344,1
2012,31852,54016,36.071,-114.828,p13,6,1,988.9422607421876,0.6863040046691894,0
2012,31285,53254,36.224,-115.147,p13,6,1,1304.111083984375,21.066913476562494,0
2012,31565,53633,36.108,-115.252,p13,6,1,1355.3382568359375,2.79359997253418,0
2012,31849,54013,36.012,-115.225,p13,6,1,2763.73486328125,187.4531825462342,1
2012,30154,51738,36.687,-114.722,p13,6,14,84198.1640625,10.0,0
2012,35348,58580,34.989000000000004,-113.991,p27,6,1,3629.794189453125,9.0,1
2012,41275,67311,32.589,-114.57,p28,7,1,10948.9267578125,557.7,1
2012,43911,71518,31.985,-110.916,p30,6,1,4534.64697265625,30.0,1
2012,37259,61295,35.121,-106.608,p31,6,1,2536.96826171875,25.4326923076923,1
2012,45292,73823,31.742,-107.656,p31,7,1,51377.65625,70.06730769230771,1
2012,28837,49913,38.229,-104.58,p34,5,1,5124.86962890625,89.5,1
2012,28852,49928,38.346,-102.492,p34,5,9,321148.21875,6.699999999999818,0
2012,40125,65500,34.272,-103.174,p47,6,1,8606.623046875,50.19999999999982,1
2012,48696,80741,30.499,-97.679,p64,5,1,4732.78466796875,30.0,1
2012,50815,91383,27.698,-97.378,p65,5,1,1268.602783203125,43.900000000000006,1
2012,19471,37488,41.507,-88.12899999999998,p80,3,1,143.9787139892578,20.0,1
2012,19165,37108,41.604,-88.116,p80,3,2,8586.677734375,9.0,0
2012,29312,50558,36.094,-120.106,p9,6,1,14202.376953125,274.0,1
2012,37413,61455,35.108000000000004,-85.23899999999998,p92,4,1,2790.725830078125,7.600000000000023,1
2012,34680,57683,35.715,-81.345,p97,4,1,861.7072143554688,10.0,1
2012,35889,59222,35.016,-78.929,p98,4,1,3071.783935546875,27.399999999999977,1
2014,37477,61600,33.819,-116.364,p10,6,1,688.6834106445312,1595.8725046875,1
2014,31542,53601,35.406,-119.448,p10,6,1,1561.7530517578125,1149.9604953125001,1
2014,25267,44873,37.88,-118.615,p10,6,18,465809.28125,21.0,0
2014,49844,84675,28.57,-81.233,p101,5,1,1281.4117431640625,7.4591997253417945,0
2014,50284,87324,28.037,-82.681,p101,5,1,1791.5908203125,20.140800274658204,0
2014,49273,82381,29.37,-82.823,p101,5,15,329527.3125,25.0,0
2014,51091,95327,25.587,-80.35,p102,5,1,1430.42041015625,10.0,0
2014,24591,43964,39.708,-86.055,p106,3,1,1754.5870361328125,53.57199999999989,1
2014,40075,65398,32.811,-116.341,p11,7,1,20754.29296875,42.299999999999955,1
2014,23148,42097,39.775,-81.291,p112,3,1,577.7858276367188,18.0,0
2014,29876,51361,36.841,-114.346,p12,6,1,16901.4609375,21.799999999999997,0
2014,23165,42114,39.497,-78.902,p121,3,1,2893.470947265625,34.60000000000002,1
2014,20434,38708,40.099,-76.693,p122,3,1,295.73291015625,15.0,0
2014,23182,42131,39.179,-76.535,p123,3,1,891.2354736328125,5.5,0
2014,22891,41758,39.131,-75.53699999999998,p125,3,1,4792.703125,21.799999999999997,0
2014,20445,38719,39.874,-75.152,p126,3,1,843.267333984375,138.153315234375,1
2014,21356,39859,39.588,-75.245,p126,3,1,1075.3194580078123,17.346684765625014,1
2014,16818,34171,40.746,-73.074,p128,3,1,420.5413513183594,11.175265063476562,0
2014,17108,34547,40.743,-73.672,p128,3,1,2784.353759765625,20.32473493652344,0
2014,31852,54016,36.071,-114.828,p13,6,1,988.9422607421876,0.6863040046691894,0
2014,31285,53254,36.224,-115.147,p13,6,1,1304.111083984375,21.066913476562494,0
2014,31565,53633,36.108,-115.252,p13,6,1,1355.3382568359375,2.79359997253418,0
2014,31849,54013,36.012,-115.225,p13,6,1,2763.73486328125,464.9531825462342,1
2014,30154,51738,36.687,-114.722,p13,6,14,84198.1640625,10.0,0
2014,11326,26958,42.372,-71.38600000000002,p131,3,1,3921.999755859375,36.89999999999998,1
2014,35348,58580,34.989000000000004,-113.991,p27,6,1,3629.794189453125,9.0,0
2014,41275,67311,32.589,-114.57,p28,7,1,10948.9267578125,928.5,1
2014,38857,63555,34.288000000000004,-109.138,p29,6,1,8675.7666015625,8.300000000000182,1
2014,43911,71518,31.985,-110.916,p30,6,1,4534.64697265625,112.59999999999991,1
2014,37259,61295,35.121,-106.608,p31,6,1,2536.96826171875,69.98370732421874,1
2014,37258,61294,35.11,-106.741,p31,6,1,3886.25439453125,30.14898498347361,1
2014,45292,73823,31.742,-107.656,p31,7,1,51377.65625,70.06730769230771,0
2014,28837,49913,38.229,-104.58,p34,5,1,5124.86962890625,89.5,0
2014,28852,49928,38.346,-102.492,p34,5,9,321148.21875,6.699999999999818,0
2014,40125,65500,34.272,-103.174,p47,6,1,8606.623046875,50.19999999999982,0
2014,45510,74213,31.758000000000006,-106.378,p59,6,1,765.9685668945312,10.3,1
2014,46864,76877,31.109,-105.78,p61,6,1,43782.37109375,17.316864624023438,1
2014,46495,76126,31.394,-104.673,p61,6,1,63444.5,21.050209204101566,1
2014,49052,81826,29.905,-104.503,p61,6,1,64534.84765625,11.232926171874997,1
2014,48696,80741,30.499,-97.679,p64,5,1,4732.78466796875,30.0,0
2014,50815,91383,27.698,-97.378,p65,5,1,1268.602783203125,84.60000000000001,1
2014,19471,37488,41.507,-88.12899999999998,p80,3,1,143.9787139892578,20.0,0
2014,19165,37108,41.604,-88.116,p80,3,2,8586.677734375,9.0,0
2014,29312,50558,36.094,-120.106,p9,6,1,14202.376953125,1280.7,1
2014,37413,61455,35.108000000000004,-85.23899999999998,p92,4,1,2790.725830078125,39.200000000000045,1
2014,45888,74773,31.454,-83.475,p94,5,1,12659.330078125,57.65899999999999,1
2014,34680,57683,35.715,-81.345,p97,4,1,861.7072143554688,45.0,1
2014,35889,59222,35.016,-78.929,p98,4,1,3071.783935546875,312.4,1
2016,37477,61600,33.819,-116.364,p10,6,1,688.6834106445312,1595.8725046875,0
2016,31542,53601,35.406,-119.448,p10,6,1,1561.7530517578125,2764.8064125,1
2016,34723,57785,34.449,-118.58,p10,6,1,2702.569091796875,475.53093984375,1
2016,37746,61980,33.723,-116.336,p10,6,1,2972.9130859375,75.0450287109375,1
2016,37471,61592,33.647,-117.384,p10,6,1,3743.63818359375,218.79071367187493,1
2016,35023,58168,34.422,-118.164,p10,6,1,6896.79052734375,296.480155078125,1
2016,35318,58543,34.21,-118.774,p10,6,1,7055.7607421875,104.00515488281248,1
2016,37198,61212,33.743,-117.413,p10,6,1,7361.1865234375,261.855090625,1
2016,25267,44873,37.88,-118.615,p10,6,18,465809.28125,21.0,0
2016,49844,84675,28.57,-81.233,p101,5,1,1281.4117431640625,7.4591997253417945,0
2016,50284,87324,28.037,-82.681,p101,5,1,1791.5908203125,35.48275400390625,1
2016,49286,82396,29.148000000000003,-80.997,p101,5,1,2249.397705078125,115.9263298828125,1
2016,50226,86946,28.108,-82.42399999999998,p101,5,1,2330.260986328125,104.53171638793947,1
2016,49273,82381,29.37,-82.823,p101,5,15,329527.3125,25.0,0
2016,51091,95327,25.587,-80.35,p102,5,1,1430.42041015625,10.0,0
2016,21901,40537,40.651,-86.926,p105,3,1,1537.509521484375,10.199999999999818,1
2016,24591,43964,39.708,-86.055,p106,3,1,1754.5870361328125,53.57199999999989,0
2016,28708,49667,38.219,-85.85799999999998,p107,3,1,2601.597900390625,10.399999999999977,1
2016,29233,50427,38.024,-85.887,p109,3,1,1762.360595703125,6.100000000000023,1
2016,40075,65398,32.811,-116.341,p11,7,1,20754.29296875,42.299999999999955,0
2016,23148,42097,39.775,-81.291,p112,3,1,577.7858276367188,18.0,0
2016,29876,51361,36.841,-114.346,p12,6,1,16901.4609375,21.799999999999997,0
2016,23165,42114,39.497,-78.902,p121,3,1,2893.470947265625,59.30000000000007,1
2016,20434,38708,40.099,-76.693,p122,3,1,295.73291015625,15.0,0
2016,23182,42131,39.179,-76.535,p123,3,1,891.2354736328125,45.39999999999998,1
2016,26379,46320,37.94300000000001,-75.622,p124,3,1,10513.255859375,5.127076923076913,1
2016,28244,48979,37.293,-75.962,p124,4,1,6162.07275390625,74.8729230769231,1
2016,22891,41758,39.131,-75.53699999999998,p125,3,1,4792.703125,21.799999999999997,0
2016,20445,38719,39.874,-75.152,p126,3,1,843.267333984375,138.153315234375,0
2016,21356,39859,39.588,-75.245,p126,3,1,1075.3194580078123,122.84668476562501,1
2016,16818,34171,40.746,-73.074,p128,3,1,420.5413513183594,11.175265063476562,0
2016,17108,34547,40.743,-73.672,p128,3,1,2784.353759765625,29.82473493652344,1
2016,9994,25046,43.135,-72.939,p129,2,1,5342.2744140625,10.0,1
2016,31852,54016,36.071,-114.828,p13,6,1,988.9422607421876,0.6863040046691894,0
2016,31285,53254,36.224,-115.147,p13,6,1,1304.111083984375,21.066913476562494,0
2016,31565,53633,36.108,-115.252,p13,6,1,1355.3382568359375,2.79359997253418,0
2016,31849,54013,36.012,-115.225,p13,6,1,2763.73486328125,979.16514609375,1
2016,31284,53253,36.205,-115.279,p13,6,1,4127.21337890625,55.4336630859375,1
2016,31850,54014,36.032,-115.092,p13,6,1,4718.49609375,27.0990720703125,1
2016,31851,54015,36.051,-114.96,p13,6,1,4955.099609375,246.3553012962343,1
2016,30154,51738,36.687,-114.722,p13,6,14,84198.1640625,10.0,0
2016,11326,26958,42.372,-71.38600000000002,p131,3,1,3921.999755859375,74.29999999999995,1
2016,12526,28572,42.801,-114.458,p15,4,1,12249.8935546875,120.0,1
2016,28544,49467,37.433,-113.667,p25,5,1,7248.08642578125,197.633956640625,1
2016,26697,46838,38.607,-109.574,p25,5,1,9750.375,504.39946640625,1
2016,23843,43029,39.442,-111.043,p25,5,1,11033.36328125,94.5645099609375,1
2016,24142,43408,39.33,-111.16,p25,5,1,13569.96875,13.802066992187491,1
2016,35348,58580,34.989000000000004,-113.991,p27,6,1,3629.794189453125,19.0,1
2016,41275,67311,32.589,-114.57,p28,7,1,10948.9267578125,1401.351538461539,1
2016,41513,67689,32.453,-114.797,p28,7,2,30147.720703125,3.94846153846148,1
2016,38857,63555,34.288000000000004,-109.138,p29,6,1,8675.7666015625,8.300000000000182,0
2016,43911,71518,31.985,-110.916,p30,6,1,4534.64697265625,128.44000000000005,1
2016,37259,61295,35.121,-106.608,p31,6,1,2536.96826171875,69.98370732421874,0
2016,37258,61294,35.11,-106.741,p31,6,1,3886.25439453125,86.34898498347366,1
2016,45292,73823,31.742,-107.656,p31,7,1,51377.65625,70.06730769230771,0
2016,24458,43831,39.769,-105.071,p33,4,1,4044.712646484375,25.462656518554684,1
2016,25327,44972,39.486,-104.889,p33,4,1,4055.016845703125,38.137343481445214,1
2016,28837,49913,38.229,-104.58,p34,5,1,5124.86962890625,301.5,1
2016,28852,49928,38.346,-102.492,p34,5,9,321148.21875,6.699999999999818,0
2016,12366,28338,44.02,-92.395,p43,2,1,3597.879150390625,167.5,1
2016,40125,65500,34.272,-103.174,p47,6,1,8606.623046875,214.5999999999999,1
2016,7639,21313,43.744,-120.844,p5,4,1,6904.37939453125,19.799999999999955,1
2016,45510,74213,31.758000000000006,-106.378,p59,6,1,765.9685668945312,10.3,0
2016,11628,27385,42.035,-121.374,p6,4,1,13365.7177734375,5.0,1
2016,44215,71971,32.669000000000004,-101.596,p60,6,1,16608.53125,100.0,1
2016,46716,76538,31.517,-100.62,p61,5,1,4968.48193359375,187.69999999999982,1
2016,46864,76877,31.109,-105.78,p61,6,1,43782.37109375,17.316864624023438,0
2016,46495,76126,31.394,-104.673,p61,6,1,63444.5,21.050209204101566,0
2016,49052,81826,29.905,-104.503,p61,6,1,64534.84765625,11.232926171874997,0
2016,44476,72383,32.688,-97.471,p63,5,1,475.051513671875,5.0,1
2016,48696,80741,30.499,-97.679,p64,5,1,4732.78466796875,30.0,0
2016,50815,91383,27.698,-97.378,p65,5,1,1268.602783203125,170.3614939453125,1
2016,49714,84155,29.588,-98.401,p65,5,1,2539.215087890625,19.73850605468749,1
2016,13473,29840,43.67100000000001,-95.152,p68,3,1,1601.944091796875,15.5,1
2016,9263,23970,43.01,-121.007,p7,4,1,9689.5791015625,53.0,1
2016,19471,37488,41.507,-88.12899999999998,p80,3,1,143.9787139892578,20.0,0
2016,19165,37108,41.604,-88.116,p80,3,2,8586.677734375,9.0,0
2016,40200,65578,34.437,-92.887,p85,4,1,1187.1004638671875,12.0,1
2016,41705,67905,33.544000000000004,-86.785,p89,4,1,2077.66015625,75.0,1
2016,29312,50558,36.094,-120.106,p9,6,1,14202.376953125,2072.6400000000003,1
2016,37413,61455,35.108000000000004,-85.23899999999998,p92,4,1,2790.725830078125,63.200000000000045,1
2016,45888,74773,31.454,-83.475,p94,5,1,12659.330078125,419.728046484375,1
2016,46838,76662,31.097,-84.93299999999998,p94,5,1,17250.265625,149.37061289062495,1
2016,46087,75153,31.356,-83.492,p94,5,1,19364.4453125,252.79142871093742,1
2016,46086,75152,31.369,-83.617,p94,5,1,19930.861328125,124.06891191406257,1
2016,38782,63383,34.255,-81.65,p96,4,1,774.341064453125,16.799999999999955,1
2016,34680,57683,35.715,-81.345,p97,4,1,861.7072143554688,260.70000000000005,1
2016,35889,59222,35.016,-78.929,p98,4,1,3071.783935546875,483.1393078125,1
2016,37734,61891,34.174,-77.929,p98,4,1,5785.15087890625,480.620429296875,1
2016,36416,59976,34.925,-79.76100000000002,p98,4,1,5999.7412109375,517.1402628906249,1
2016,29302,50499,36.909,-76.077,p99,3,1,1413.230224609375,22.4,1
2018,37477,61600,33.819,-116.364,p10,6,1,688.6834106445312,1595.8725046875,0
2018,31542,53601,35.406,-119.448,p10,6,1,1561.7530517578125,2764.8064125,0
2018,34723,57785,34.449,-118.58,p10,6,1,2702.569091796875,475.53093984375,0
2018,37746,61980,33.723,-116.336,p10,6,1,2972.9130859375,75.0450287109375,0
2018,37471,61592,33.647,-117.384,p10,6,1,3743.63818359375,218.79071367187493,0
2018,35023,58168,34.422,-118.164,p10,6,1,6896.79052734375,296.480155078125,0
2018,35318,58543,34.21,-118.774,p10,6,1,7055.7607421875,104.00515488281248,0
2018,37198,61212,33.743,-117.413,p10,6,1,7361.1865234375,904.72500703125,1
2018,35622,58934,34.364000000000004,-117.334,p10,6,1,7450.4736328125,351.2300835937499,1
2018,25267,44873,37.88,-118.615,p10,6,18,465809.28125,21.0,0
2018,24057,43259,39.12,-78.282,p100,3,1,18728.369140625,10.0,1
2018,49844,84675,28.57,-81.233,p101,5,1,1281.4117431640625,7.4591997253417945,0
2018,50284,87324,28.037,-82.681,p101,5,1,1791.5908203125,35.48275400390625,0
2018,49286,82396,29.148000000000003,-80.997,p101,5,1,2249.397705078125,115.9263298828125,0
2018,50226,86946,28.108,-82.42399999999998,p101,5,1,2330.260986328125,130.67683330078123,1
2018,50285,87325,28.023000000000003,-82.561,p101,5,1,3980.37255859375,33.429890478515624,1
2018,50046,85814,28.288,-81.40899999999998,p101,5,1,4506.4892578125,343.5244171875,1
2018,49982,85434,28.387,-81.391,p101,5,1,5171.01220703125,182.28183046875,1
2018,49766,84294,28.684,-81.334,p101,5,1,5289.96142578125,41.96332749023436,1
2018,50402,88090,27.752,-81.99700000000001,p101,5,1,5940.63720703125,8.555417462158175,1
2018,49273,82381,29.37,-82.823,p101,5,15,329527.3125,25.0,0
2018,51091,95327,25.587,-80.35,p102,5,1,1430.42041015625,24.269472729492183,1
2018,51071,94946,25.704,-80.447,p102,5,1,1611.9105224609375,75.3243837890625,1
2018,50793,91145,26.719,-80.37,p102,5,1,2967.602783203125,210.0061434814454,1
2018,17650,35239,41.765,-83.501,p103,3,1,16655.775390625,81.40000000000009,1
2018,21901,40537,40.651,-86.926,p105,3,1,1537.509521484375,23.299999999999727,1
2018,24591,43964,39.708,-86.055,p106,3,1,1754.5870361328125,53.57199999999989,0
2018,28708,49667,38.219,-85.85799999999998,p107,3,1,2601.597900390625,34.89999999999998,1
2018,29233,50427,38.024,-85.887,p109,3,1,1762.360595703125,14.600000000000023,1
2018,40075,65398,32.811,-116.341,p11,7,1,20754.29296875,62.299999999999955,1
2018,19503,37520,41.172,-83.47200000000002,p111,3,1,9772.1357421875,20.0,1
2018,23148,42097,39.775,-81.291,p112,3,1,577.7858276367188,18.0,0
2018,29876,51361,36.841,-114.346,p12,6,1,16901.4609375,96.90768017578124,1
2018,29602,50983,36.974,-114.104,p12,6,1,16974.99609375,19.492319824218782,1
2018,23165,42114,39.497,-78.902,p121,3,1,2893.470947265625,59.30000000000007,0
2018,20434,38708,40.099,-76.693,p122,3,1,295.73291015625,15.0,0
2018,23182,42131,39.179,-76.535,p123,3,1,891.2354736328125,132.39999999999998,1
2018,26379,46320,37.94300000000001,-75.622,p124,3,1,10513.255859375,25.127076923076913,1
2018,28244,48979,37.293,-75.962,p124,4,1,6162.07275390625,74.8729230769231,0
2018,22891,41758,39.131,-75.53699999999998,p125,3,1,4792.703125,21.799999999999997,0
2018,20445,38719,39.874,-75.152,p126,3,1,843.267333984375,138.153315234375,0
2018,21356,39859,39.588,-75.245,p126,3,1,1075.3194580078123,219.846684765625,1
2018,16818,34171,40.746,-73.074,p128,3,1,420.5413513183594,11.175265063476562,0
2018,17108,34547,40.743,-73.672,p128,3,1,2784.353759765625,63.72473493652344,1
2018,9994,25046,43.135,-72.939,p129,2,1,5342.2744140625,34.599999999999994,1
2018,31852,54016,36.071,-114.828,p13,6,1,988.9422607421876,0.6863040046691894,0
2018,31285,53254,36.224,-115.147,p13,6,1,1304.111083984375,21.066913476562494,0
2018,31565,53633,36.108,-115.252,p13,6,1,1355.3382568359375,2.79359997253418,0
2018,31849,54013,36.012,-115.225,p13,6,1,2763.73486328125,979.16514609375,0
2018,31284,53253,36.205,-115.279,p13,6,1,4127.21337890625,55.4336630859375,0
2018,31850,54014,36.032,-115.092,p13,6,1,4718.49609375,27.0990720703125,0
2018,31851,54015,36.051,-114.96,p13,6,1,4955.099609375,475.3553012962343,1
2018,30154,51738,36.687,-114.722,p13,6,14,84198.1640625,10.0,0
2018,11326,26958,42.372,-71.38600000000002,p131,3,1,3921.999755859375,107.59999999999991,1
2018,13877,30371,41.69300000000001,-72.722,p132,3,1,1418.717041015625,26.317728588867197,1
2018,15069,31890,41.338,-73.006,p132,3,1,2299.270751953125,13.682271411132888,1
2018,12526,28572,42.801,-114.458,p15,4,1,12249.8935546875,200.0,1
2018,13652,30097,42.51,-113.611,p16,4,1,8801.462890625,40.0,1
2018,17489,35068,41.74100000000001,-108.768,p21,4,1,4488.22412109375,92.0,1
2018,28544,49467,37.433,-113.667,p25,5,1,7248.08642578125,197.633956640625,0
2018,26697,46838,38.607,-109.574,p25,5,1,9750.375,504.39946640625,0
2018,23843,43029,39.442,-111.043,p25,5,1,11033.36328125,94.5645099609375,0
2018,24142,43408,39.33,-111.16,p25,5,1,13569.96875,13.802066992187491,0
2018,35348,58580,34.989000000000004,-113.991,p27,6,1,3629.794189453125,74.0,1
2018,42487,69236,32.541,-111.291,p28,6,1,1452.4686279296875,75.86215384615389,1
2018,41275,67311,32.589,-114.57,p28,7,1,10948.9267578125,1401.351538461539,0
2018,41513,67689,32.453,-114.797,p28,7,2,30147.720703125,35.38630769230768,1
2018,38857,63555,34.288000000000004,-109.138,p29,6,1,8675.7666015625,8.300000000000182,0
2018,2171,11462,46.88800000000001,-117.43,p3,3,1,13087.7294921875,19.19999999999999,1
2018,43911,71518,31.985,-110.916,p30,6,1,4534.64697265625,128.44000000000005,0
2018,37259,61295,35.121,-106.608,p31,6,1,2536.96826171875,69.98370732421874,0
2018,37258,61294,35.11,-106.741,p31,6,1,3886.25439453125,157.44898498347368,1
2018,45292,73823,31.742,-107.656,p31,7,1,51377.65625,70.06730769230771,0
2018,24458,43831,39.769,-105.071,p33,4,1,4044.712646484375,25.462656518554684,0
2018,25327,44972,39.486,-104.889,p33,4,1,4055.016845703125,104.13734348144521,1
2018,28837,49913,38.229,-104.58,p34,5,1,5124.86962890625,301.5,0
2018,28852,49928,38.346,-102.492,p34,5,9,321148.21875,6.699999999999818,0
2018,17571,35152,42.309,-96.36,p40,3,1,1942.536376953125,5.7999999999999545,1
2018,12366,28338,44.02,-92.395,p43,2,1,3597.879150390625,304.1,1
2018,11481,27176,44.356,-95.757,p44,3,1,27428.8203125,62.299999999999955,1
2018,40125,65500,34.272,-103.174,p47,6,1,8606.623046875,219.5999999999999,1
2018,7639,21313,43.744,-120.844,p5,4,1,6904.37939453125,133.70000000000005,1
2018,39709,64795,34.673,-95.923,p50,4,1,3614.531005859375,15.0,1
2018,34595,57595,36.512,-93.201,p55,4,1,28354.71875,7.899999999999977,1
2018,40193,65568,34.463,-94.207,p56,4,1,8723.26171875,5.0,1
2018,45510,74213,31.758000000000006,-106.378,p59,6,1,765.9685668945312,10.3,0
2018,11628,27385,42.035,-121.374,p6,4,1,13365.7177734375,68.80000000000018,1
2018,44215,71971,32.669000000000004,-101.596,p60,6,1,16608.53125,250.0,1
2018,46716,76538,31.517,-100.62,p61,5,1,4968.48193359375,936.1999999999998,1
2018,46864,76877,31.109,-105.78,p61,6,1,43782.37109375,17.316864624023438,0
2018,46495,76126,31.394,-104.673,p61,6,1,63444.5,21.050209204101566,0
2018,49052,81826,29.905,-104.503,p61,6,1,64534.84765625,11.232926171874997,0
2018,45941,75005,31.84,-102.298,p62,6,1,3729.20068359375,330.0,1
2018,44476,72383,32.688,-97.471,p63,5,1,475.051513671875,122.0,1
2018,48696,80741,30.499,-97.679,p64,5,1,4732.78466796875,40.0,1
2018,50815,91383,27.698,-97.378,p65,5,1,1268.602783203125,170.3614939453125,0
2018,49714,84155,29.588,-98.401,p65,5,1,2539.215087890625,19.73850605468749,0
2018,50222,86840,28.91,-95.317,p67,5,1,14705.318359375,10.0,1
2018,13473,29840,43.67100000000001,-95.152,p68,3,1,1601.944091796875,15.5,0
2018,9263,23970,43.01,-121.007,p7,4,1,9689.5791015625,63.0,1
2018,19471,37488,41.507,-88.12899999999998,p80,3,1,143.9787139892578,20.0,0
2018,19165,37108,41.604,-88.116,p80,3,2,8586.677734375,9.0,0
2018,40200,65578,34.437,-92.887,p85,4,1,1187.1004638671875,93.0,1
2018,48610,80434,30.377,-88.552,p87,4,1,3141.935791015625,154.0,1
2018,41705,67905,33.544000000000004,-86.785,p89,4,1,2077.66015625,96.9,1
2018,29312,50558,36.094,-120.106,p9,6,1,14202.376953125,2746.5400000000004,1
2018,48614,80440,30.328000000000007,-87.806,p90,5,1,22454.986328125,97.2,1
2018,48269,79687,30.463,-86.912,p91,5,1,1576.3878173828125,120.0,1
2018,37413,61455,35.108000000000004,-85.23899999999998,p92,4,1,2790.725830078125,162.20000000000005,1
2018,45888,74773,31.454,-83.475,p94,5,1,12659.330078125,419.728046484375,0
2018,46838,76662,31.097,-84.93299999999998,p94,5,1,17250.265625,149.37061289062495,0
2018,46087,75153,31.356,-83.492,p94,5,1,19364.4453125,252.79142871093742,0
2018,46086,75152,31.369,-83.617,p94,5,1,19930.861328125,155.26891191406256,1
2018,38782,63383,34.255,-81.65,p96,4,1,774.341064453125,317.89999999999986,1
2018,34680,57683,35.715,-81.345,p97,4,1,861.7072143554688,550.5,1
2018,35889,59222,35.016,-78.929,p98,4,1,3071.783935546875,483.1393078125,0
2018,37734,61891,34.174,-77.929,p98,4,1,5785.15087890625,480.620429296875,0
2018,36416,59976,34.925,-79.76100000000002,p98,4,1,5999.7412109375,1667.840262890625,1
2018,29302,50499,36.909,-76.077,p99,3,1,1413.230224609375,23.126973266601556,1
2018,24063,43265,39.008,-77.45,p99,3,1,2034.9110107421875,251.87302673339843,1
2020,37477,61600,33.819,-116.364,p10,6,1,688.6834106445312,1595.8725046875,0
2020,31542,53601,35.406,-119.448,p10,6,1,1561.7530517578125,2764.8064125,0
2020,34723,57785,34.449,-118.58,p10,6,1,2702.569091796875,475.53093984375,0
2020,37746,61980,33.723,-116.336,p10,6,1,2972.9130859375,75.0450287109375,0
2020,37471,61592,33.647,-117.384,p10,6,1,3743.63818359375,218.79071367187493,0
2020,35023,58168,34.422,-118.164,p10,6,1,6896.79052734375,296.480155078125,0
2020,35318,58543,34.21,-118.774,p10,6,1,7055.7607421875,104.00515488281248,0
2020,37198,61212,33.743,-117.413,p10,6,1,7361.1865234375,904.72500703125,0
2020,35622,58934,34.364000000000004,-117.334,p10,6,1,7450.4736328125,1669.3135593749994,1
2020,30990,52849,35.785,-118.47,p10,6,1,7671.1728515625,31.008672729492183,1
2020,26941,47152,37.286,-118.553,p10,6,1,7766.49072265625,28.14422519531249,1
2020,33823,56644,34.712,-118.803,p10,6,1,8192.6240234375,69.48374589843749,1
2020,34421,57405,34.544000000000004,-118.611,p10,6,1,8326.2763671875,58.86057612304687,1
